indication_class,molecule_chembl_id,molecule_type,pref_name
Replenisher (calcium),CHEMBL2219740,Small molecule,CALCIUM GLUBIONATE
Antibacterial,CHEMBL2220427,Small molecule,ERYTHROMYCIN PROPIONATE
Antihyperlipidemic; Inhibitor (HMG-CoA reductase),CHEMBL2220442,Small molecule,FLUVASTATIN
,CHEMBL2221312,Small molecule,GADOXETIC ACID
,CHEMBL2251240,Small molecule,SCOPOLAMINE HYDROBROMIDE
,CHEMBL2303613,Small molecule,CEFODIZIME
Oxytocic,CHEMBL2303617,Small molecule,SPARTEINE SULFATE
,CHEMBL2303621,Small molecule,DACLATASVIR DIHYDROCHLORIDE
Anti-Inflammatory,CHEMBL2308885,Small molecule,CLOBETASONE BUTYRATE
Cognition Adjuvant,CHEMBL2311030,Small molecule,ERGOLOID MESYLATES
,CHEMBL2311071,Small molecule,VINYL CHLORIDE
,CHEMBL2336071,Small molecule,SIPONIMOD
,CHEMBL2338329,Small molecule,ROXADUSTAT
,CHEMBL2338675,Small molecule,FOSDENOPTERIN
,CHEMBL2354773,Small molecule,AUROTHIOGLUCOSE
Anti-Estrogen,CHEMBL2355051,Small molecule,CLOMIPHENE
,CHEMBL2355333,Small molecule,ZIMELDINE HYDROCHLORIDE
,CHEMBL2355456,Small molecule,IBUTILIDE FUMARATE
,CHEMBL2355839,Small molecule,ISOMETHEPTENE MUCATE
,CHEMBL2356023,Small molecule,DIHYDROTACHYSTEROL
,CHEMBL2356097,Small molecule,METOPROLOL SUCCINATE
Antipsychotic,CHEMBL2358147,Small molecule,CARPHENAZINE MALEATE
,CHEMBL2359093,Small molecule,ROSE BENGAL SODIUM
,CHEMBL2359370,Small molecule,MECOBALAMIN
,CHEMBL2359670,Small molecule,THIETHYLPERAZINE MALATE
Antimalarial,CHEMBL2359966,Small molecule,QUININE SULFATE
Antipsychotic,CHEMBL2360079,Small molecule,ACETOPHENAZINE MALEATE
,CHEMBL2360464,Small molecule,PEMETREXED DISODIUM
,CHEMBL2360580,Small molecule,BUCLIZINE HYDROCHLORIDE
,CHEMBL2361370,Small molecule,PENBUTOLOL SULFATE
,CHEMBL2362016,Small molecule,ARSENIC TRIOXIDE
Antibacterial; Antiprotozoal,CHEMBL2364574,Small molecule,DOXYCYCLINE CALCIUM
,CHEMBL2364607,Small molecule,COBIMETINIB FUMARATE
,CHEMBL2364608,Small molecule,DORAVIRINE
,CHEMBL2364609,Small molecule,ESKETAMINE HYDROCHLORIDE
,CHEMBL2364612,Small molecule,LATANOPROSTENE BUNOD
,CHEMBL2364617,Small molecule,MACIMORELIN ACETATE
,CHEMBL2364623,Small molecule,PLAZOMICIN SULFATE
,CHEMBL2364629,Small molecule,RIMEGEPANT SULFATE
,CHEMBL2364632,Small molecule,SARECYCLINE
,CHEMBL2364633,Small molecule,SARECYCLINE HYDROCHLORIDE
,CHEMBL2364635,Small molecule,TAFENOQUINE SUCCINATE
,CHEMBL2364637,Small molecule,TENOFOVIR ALAFENAMIDE FUMARATE
,CHEMBL2364638,Small molecule,UBROGEPANT
,CHEMBL2364639,Small molecule,VALBENAZINE
,CHEMBL2364720,Small molecule,PHENETHICILLIN POTASSIUM
,CHEMBL2364738,Small molecule,METRIZOATE MAGNESIUM
Cognition Adjuvant,CHEMBL2364968,Small molecule,ERGOLOID
Analgesic,CHEMBL2368861,Small molecule,BUPRENORPHINE HYDROCHLORIDE
Antimigraine; Anti-Emetic,CHEMBL2368924,Small molecule,DOLASETRON MESYLATE
Antimigraine; Anti-Emetic,CHEMBL2368925,Small molecule,DOLASETRON
,CHEMBL2374220,Small molecule,LEDIPASVIR
,CHEMBL2396661,Small molecule,ALPELISIB
,CHEMBL2403108,Small molecule,CERITINIB
,CHEMBL2403238,Small molecule,CABOTEGRAVIR
,CHEMBL2443262,Small molecule,OLICERIDINE
,CHEMBL2448612,Small molecule,ERGOTAMINE TARTRATE
,CHEMBL2448613,Small molecule,PIMAVANSERIN TARTRATE
,CHEMBL3039502,Small molecule,DUVELISIB
,CHEMBL3039504,Small molecule,NINTEDANIB ESYLATE
,CHEMBL3039507,Small molecule,SOTAGLIFLOZIN
,CHEMBL3039508,Small molecule,NALDEMEDINE TOSYLATE
,CHEMBL3039514,Small molecule,ELBASVIR
,CHEMBL3039520,Small molecule,LASMIDITAN
,CHEMBL3039526,Small molecule,LASMIDITAN SUCCINATE
,CHEMBL3039567,Small molecule,SODIUM GLYCEROPHOSPHATE
Antibacterial,CHEMBL3039594,Small molecule,GENTAMICIN SULFATE
Antihypertensive; Enzyme Inhibitor (angiotensin-converting),CHEMBL3039596,Small molecule,FOSINOPRIL SODIUM
Antibacterial,CHEMBL3039597,Small molecule,GENTAMICIN
Antihypertensive; Enzyme Inhibitor (angiotensin-converting),CHEMBL3039598,Small molecule,FOSINOPRIL
,CHEMBL3040581,Small molecule,SODIUM GLYCEROPHOSPHATE
,CHEMBL3084748,Small molecule,TROSPIUM CHLORIDE
,CHEMBL3085504,Small molecule,BLEOMYCIN SULFATE
,CHEMBL3099695,Small molecule,OSILODROSTAT
,CHEMBL3112741,Small molecule,RELEBACTAM
,CHEMBL3127326,Small molecule,OMBITASVIR
,CHEMBL3137301,Small molecule,SACUBITRIL
,CHEMBL3137309,Small molecule,VENETOCLAX
,CHEMBL3137310,Small molecule,BENZHYDROCODONE HYDROCHLORIDE
,CHEMBL3137312,Small molecule,DASABUVIR
,CHEMBL3137317,Small molecule,SONIDEGIB PHOSPHATE
,CHEMBL3137318,Small molecule,TALAZOPARIB TOSYLATE
,CHEMBL3137320,Small molecule,TALAZOPARIB
,CHEMBL3137321,Small molecule,BENZHYDROCODONE
,CHEMBL3137326,Small molecule,DUTETRABENAZINE
,CHEMBL3137327,Small molecule,OMEGA-3-CARBOXYLIC ACIDS
,CHEMBL3137330,Small molecule,CABOTEGRAVIR SODIUM
,CHEMBL3137333,Small molecule,ISAVUCONAZONIUM SULFATE
,CHEMBL3137358,Small molecule,SIMEPREVIR SODIUM
,CHEMBL3140361,Small molecule,ETHAMBUTOL HYDROCHLORIDE
,CHEMBL3142541,Small molecule,BUTAMBEN PICRATE
,CHEMBL3181832,Small molecule,METHICILLIN SODIUM
,CHEMBL3181957,Small molecule,ALMITRINE MESYLATE
,CHEMBL3182343,Small molecule,PIVAMPICILLIN
,CHEMBL3182733,Small molecule,PRAMIPEXOLE DIHYDROCHLORIDE
,CHEMBL3183075,Small molecule,NIZATIDINE
,CHEMBL3183184,Small molecule,OCTINOXATE
Antibacterial,CHEMBL3183193,Small molecule,CEFMENOXIME HYDROCHLORIDE
,CHEMBL3183409,Small molecule,APALUTAMIDE
Antibacterial,CHEMBL3183453,Small molecule,NOVOBIOCIN SODIUM
,CHEMBL3183968,Small molecule,CEFTRIAXONE SODIUM
,CHEMBL3184143,Small molecule,GUANADREL SULFATE
,CHEMBL3184437,Small molecule,DICHLOROBENZYL ALCOHOL
Antibacterial,CHEMBL3184512,Small molecule,CLINDAMYCIN PHOSPHATE
,CHEMBL3184791,Small molecule,STREPTOMYCIN SULFATE
,CHEMBL3184799,Small molecule,MEPHENTERMINE SULFATE
Antibacterial,CHEMBL3184906,Small molecule,CEFPROZIL
,CHEMBL3184986,Small molecule,ZINC ACETATE
,CHEMBL3185229,Small molecule,MAGNESIUM CHLORIDE
Anti-Estrogen,CHEMBL3185958,Small molecule,CLOMIPHENE CITRATE
,CHEMBL3186492,Small molecule,ONDANSETRON HYDROCHLORIDE
,CHEMBL3186993,Small molecule,HYDROXYZINE HYDROCHLORIDE
,CHEMBL3187246,Small molecule,METHAPYRILENE FUMARATE
,CHEMBL3187365,Small molecule,ASENAPINE
,CHEMBL3187723,Small molecule,BINIMETINIB
,CHEMBL3188034,Small molecule,TRIPROLIDINE HYDROCHLORIDE
,CHEMBL3188267,Small molecule,CAPMATINIB
,CHEMBL3188339,Small molecule,ALCURONIUM CHLORIDE
Antibacterial,CHEMBL3188576,Small molecule,DIHYDROSTREPTOMYCIN SULFATE
,CHEMBL3188993,Small molecule,QUETIAPINE FUMARATE
,CHEMBL3189072,Small molecule,TIROFIBAN HYDROCHLORIDE
,CHEMBL3218576,Small molecule,COPANLISIB
,CHEMBL3233142,Small molecule,LUMATEPERONE TOSYLATE
,CHEMBL3237547,Small molecule,CEDAZURIDINE
,CHEMBL3244648,Small molecule,METHOTREXATE SODIUM
,CHEMBL3286830,Small molecule,LORLATINIB
,CHEMBL3291398,Small molecule,LEFAMULIN
,CHEMBL3301592,Small molecule,SODIUM ZIRCONIUM CYCLOSILICATE
,CHEMBL3301594,Small molecule,FOSTEMSAVIR
,CHEMBL3301597,Small molecule,FERRIC CITRATE
,CHEMBL3301598,Small molecule,FOSTEMSAVIR TROMETHAMINE
,CHEMBL3301603,Small molecule,GILTERITINIB FUMARATE
,CHEMBL3301605,Small molecule,RELEBACTAM
,CHEMBL3301607,Small molecule,FILGOTINIB
,CHEMBL3301610,Small molecule,ABEMACICLIB
,CHEMBL3301611,Small molecule,AMIFAMPRIDINE PHOSPHATE
,CHEMBL3301612,Small molecule,ENCORAFENIB
,CHEMBL3301622,Small molecule,GILTERITINIB
,CHEMBL3301627,Small molecule,TENAPANOR HYDROCHLORIDE
,CHEMBL3301670,Small molecule,DIFEMERINE HYDROCHLORIDE
Anticholelithic (dissolution of gallstones),CHEMBL3301678,Small molecule,MONOCTANOIN
,CHEMBL3301680,Small molecule,TELAVANCIN HYDROCHLORIDE
Antibacterial,CHEMBL3301800,Small molecule,CEFPROZIL
,CHEMBL3304484,Small molecule,MONOCTANOIN
,CHEMBL3304485,Small molecule,TENAPANOR
,CHEMBL3304486,Small molecule,DIFEMERINE
,CHEMBL3305985,Small molecule,ALCURONIUM
,CHEMBL3306803,Small molecule,LUMATEPERONE
,CHEMBL3311228,Small molecule,OTESECONAZOLE
,CHEMBL3317857,Small molecule,VABORBACTAM
,CHEMBL3348963,Small molecule,TELOTRISTAT ETIPRATE
,CHEMBL3351077,Small molecule,CEFSULODIN
,CHEMBL3353410,Small molecule,OSIMERTINIB
,CHEMBL3391662,Small molecule,PARITAPREVIR
,CHEMBL3392049,Small molecule,PYRITHIONE ZINC
,CHEMBL3400972,Small molecule,FLUORODOPA F 18
,CHEMBL3402762,Small molecule,TEPOTINIB
,CHEMBL3414621,Small molecule,TAZEMETOSTAT
,CHEMBL3544906,Small molecule,BENZPHETAMINE HYDROCHLORIDE
Antihistaminic,CHEMBL3544908,Small molecule,AZATADINE MALEATE
Regulator (calcium),CHEMBL3544909,Small molecule,CALCIFEDIOL
,CHEMBL3544914,Small molecule,TEZACAFTOR
Stimulant (central),CHEMBL3544971,Small molecule,DEXTROAMPHETAMINE SULFATE
,CHEMBL3544973,Small molecule,CEFTAROLINE FOSAMIL ACETATE
,CHEMBL3544974,Small molecule,ASENAPINE MALEATE
,CHEMBL3544985,Small molecule,DASABUVIR SODIUM
,CHEMBL3544986,Small molecule,PERINDOPRIL ARGININE
,CHEMBL3545057,Small molecule,ACETYLDIGITOXIN
Antihyperlipidemic,CHEMBL3545058,Small molecule,DEXTROTHYROXINE SODIUM
,CHEMBL3545059,Small molecule,ALISKIREN FUMARATE
Antibacterial,CHEMBL3545060,Small molecule,ERYTHROMYCIN GLUCEPTATE
,CHEMBL3545062,Small molecule,VELPATASVIR
,CHEMBL3545063,Small molecule,OSIMERTINIB MESYLATE
,CHEMBL3545068,Small molecule,COPANLISIB HYDROCHLORIDE
,CHEMBL3545110,Small molecule,RIBOCICLIB
,CHEMBL3545123,Small molecule,PIBRENTASVIR
,CHEMBL3545181,Small molecule,TIOTROPIUM BROMIDE
,CHEMBL3545185,Small molecule,SELINEXOR
Antineoplastic,CHEMBL3545252,Small molecule,DOCETAXEL
,CHEMBL3545253,Small molecule,FLORTAUCIPIR F 18
,CHEMBL3545309,Small molecule,LEFAMULIN ACETATE
,CHEMBL3545311,Small molecule,BRIGATINIB
,CHEMBL3545313,Small molecule,BEMPEDOIC ACID
,CHEMBL3545363,Small molecule,GLECAPREVIR
,CHEMBL3545367,Small molecule,LEMBOREXANT
,CHEMBL3545368,Small molecule,PANOBINOSTAT LACTATE
,CHEMBL3545376,Small molecule,ERDAFITINIB
,CHEMBL3545432,Small molecule,IXAZOMIB CITRATE
,CHEMBL3545985,Small molecule,BENZPHETAMINE
,CHEMBL3546271,Small molecule,FLORTAUCIPIR
,CHEMBL3547132,Small molecule,FLUORODOPA
Pharmaceutic Aid (viscosity-increasing agent),CHEMBL3559671,Small molecule,POLYVINYL ALCOHOL
Antihypertensive,CHEMBL3559672,Small molecule,RAUWOLFIA SERPENTINA
,CHEMBL3561076,Small molecule,TRIMETAZIDINE DIHYDROCHLORIDE
,CHEMBL3590187,Small molecule,CLASCOTERONE
,CHEMBL3622821,Small molecule,UPADACITINIB
,CHEMBL3655081,Small molecule,ABROCITINIB
,CHEMBL3668014,Small molecule,LINZAGOLIX
,CHEMBL3701238,Small molecule,FUTIBATINIB
Cardiac Depressant (anti-arrhythmic),CHEMBL3707183,Small molecule,QUINIDINE SULFATE
,CHEMBL3707208,Small molecule,FERROUS GLYCINE SULFATE
,CHEMBL3707230,Small molecule,"MERCURY, AMMONIATED"
,CHEMBL3707232,Small molecule,FERROUS SUCCINATE
,CHEMBL3707243,Small molecule,GLYCOPYRRONIUM TOSYLATE
,CHEMBL3707246,Small molecule,OZANIMOD HYDROCHLORIDE
,CHEMBL3707247,Small molecule,OZANIMOD
,CHEMBL3707248,Small molecule,VALBENAZINE TOSYLATE
,CHEMBL3707266,Small molecule,RIBOCICLIB SUCCINATE
,CHEMBL3707281,Small molecule,MAGNESIUM LACTATE
,CHEMBL3707282,Small molecule,MAGNESIUM OROTATE
,CHEMBL3707290,Small molecule,SOMAPACITAN
,CHEMBL3707306,Small molecule,STRONTIUM RANELATE
,CHEMBL3707313,Small molecule,TRIFAROTENE
,CHEMBL3707320,Small molecule,ALECTINIB HYDROCHLORIDE
,CHEMBL3707330,Small molecule,ROLAPITANT HYDROCHLORIDE
,CHEMBL3707331,Small molecule,ROLAPITANT
,CHEMBL3707333,Small molecule,SODIUM PERBORATE
,CHEMBL3707334,Small molecule,PERBORIC ACID
,CHEMBL3707348,Small molecule,ACALABRUTINIB
,CHEMBL3707352,Small molecule,POLICOSANOL
,CHEMBL3707372,Small molecule,VOXILAPREVIR
,CHEMBL3707377,Small molecule,SEGESTERONE ACETATE
,CHEMBL3707393,Small molecule,OSILODROSTAT PHOSPHATE
,CHEMBL3813873,Small molecule,PEXIDARTINIB
,CHEMBL3833301,Small molecule,BARBEXACLONE
,CHEMBL3833303,Small molecule,FERROUS GLUCONATE
,CHEMBL3833305,Small molecule,POTASSIUM PERMANGANATE
,CHEMBL3833311,Small molecule,DEXTROMORAMIDE TARTRATE
,CHEMBL3833312,Small molecule,METHENAMINE MANDELATE
,CHEMBL3833314,Small molecule,ALUMINUM CHLORIDE
,CHEMBL3833317,Small molecule,FERRIC PYROPHOSPHATE CITRATE
,CHEMBL3833319,Small molecule,REVEFENACIN
,CHEMBL3833322,Small molecule,ALMASILATE
,CHEMBL3833327,Small molecule,INOSINE PRANOBEX
,CHEMBL3833332,Small molecule,ALUMINUM SULFATE
,CHEMBL3833334,Small molecule,PAPAVERETUM
,CHEMBL3833335,Small molecule,CHLORAL BETAINE
,CHEMBL3833337,Small molecule,DICOBALT EDETATE
,CHEMBL3833339,Small molecule,AMYL NITRITE
,CHEMBL3833347,Small molecule,DEANOL ACEGLUMATE
,CHEMBL3833350,Small molecule,MAGALDRATE
,CHEMBL3833351,Small molecule,HYDROTALCITE
,CHEMBL3833358,Small molecule,HALQUINOLS
,CHEMBL3833361,Small molecule,PROMETHAZINE TEOCLATE
,CHEMBL3833362,Small molecule,ZINC OLEATE
,CHEMBL3833364,Small molecule,HYDRARGAPHEN
,CHEMBL3833368,Small molecule,RUCAPARIB CAMSYLATE
,CHEMBL3833381,Small molecule,MERBROMIN
,CHEMBL3833382,Small molecule,PRAJMALIUM
,CHEMBL3833388,Small molecule,PRAJMALIUM BITARTRATE
,CHEMBL3833389,Small molecule,DEXTROMORAMIDE
,CHEMBL3833401,Small molecule,ALUMINUM CHLORIDE
,CHEMBL3833402,Small molecule,ALUMINUM SULFATE
,CHEMBL3833405,Small molecule,INOSINE PRANOBEX
,CHEMBL3833406,Small molecule,PAPAVERETUM
,CHEMBL3833408,Small molecule,MAGALDRATE
,CHEMBL3833409,Small molecule,HYDROTALCITE
,CHEMBL3889654,Small molecule,LAROTRECTINIB
,CHEMBL3894860,Small molecule,TRILACICLIB
,CHEMBL3936761,Small molecule,ZANUBRUTINIB
,CHEMBL3948730,Small molecule,UMBRALISIB
,CHEMBL3988900,Small molecule,ZINC OXIDE
,CHEMBL3989401,Small molecule,PAMIDRONATE DISODIUM
,CHEMBL3989402,Small molecule,PERAMIVIR
,CHEMBL3989403,Small molecule,ZOMEPIRAC SODIUM
,CHEMBL3989405,Small molecule,ALEXITOL SODIUM
,CHEMBL3989406,Small molecule,ENALAPRILAT
,CHEMBL3989408,Small molecule,IBUPROFEN SODIUM
,CHEMBL3989410,Small molecule,INDOMETHACIN SODIUM
,CHEMBL3989426,Small molecule,CALAMINE
,CHEMBL3989461,Small molecule,ROSE BENGAL SODIUM I 131
,CHEMBL3989478,Small molecule,THIETHYLPERAZINE MALEATE
,CHEMBL3989480,Small molecule,MAGNESIUM CITRATE
,CHEMBL3989507,Small molecule,EDETATE DISODIUM
,CHEMBL3989509,Small molecule,PENTAZOCINE LACTATE
,CHEMBL3989510,Small molecule,PENTAZOCINE HYDROCHLORIDE
,CHEMBL3989511,Small molecule,IOBENGUANE SULFATE I 131
,CHEMBL3989514,Small molecule,IRINOTECAN HYDROCHLORIDE
,CHEMBL3989515,Small molecule,PENICILLIN G BENZATHINE
,CHEMBL3989516,Small molecule,FOSTAMATINIB DISODIUM
,CHEMBL3989517,Small molecule,IOFLUPANE I 123
,CHEMBL3989519,Small molecule,DOXAPRAM HYDROCHLORIDE
,CHEMBL3989520,Small molecule,HISTAMINE PHOSPHATE
,CHEMBL3989521,Small molecule,ISOPROTERENOL SULFATE
,CHEMBL3989522,Small molecule,EDETATE CALCIUM DISODIUM
,CHEMBL3989523,Small molecule,IOBENGUANE SULFATE I 123
,CHEMBL3989529,Small molecule,ETHANOLAMINE OLEATE
,CHEMBL3989543,Small molecule,VINDESINE SULFATE
,CHEMBL3989545,Small molecule,"POTASH, SULFURATED"
,CHEMBL3989551,Small molecule,LINCOMYCIN HYDROCHLORIDE
,CHEMBL3989555,Small molecule,MECLIZINE HYDROCHLORIDE
,CHEMBL3989556,Small molecule,REMOXIPRIDE HYDROCHLORIDE
,CHEMBL3989558,Small molecule,METHYSERGIDE MALEATE
,CHEMBL3989559,Small molecule,PANTOPRAZOLE SODIUM
,CHEMBL3989562,Small molecule,TERAZOSIN HYDROCHLORIDE
,CHEMBL3989563,Small molecule,NICOTINE BITARTRATE
,CHEMBL3989564,Small molecule,TOBRAMYCIN SULFATE
,CHEMBL3989566,Small molecule,METOPROLOL FUMARATE
,CHEMBL3989567,Small molecule,OXACILLIN SODIUM
,CHEMBL3989568,Small molecule,OXYTETRACYCLINE CALCIUM
,CHEMBL3989944,Small molecule,DIROXIMEL FUMARATE
,CHEMBL3989949,Small molecule,CENOBAMATE
,CHEMBL3989958,Small molecule,IVOSIDENIB
,CHEMBL3989962,Small molecule,PEMETREXED TROMETHAMINE
,CHEMBL3989973,Small molecule,PEXIDARTINIB HYDROCHLORIDE
,CHEMBL3989974,Small molecule,CEFIDEROCOL
,CHEMBL3990047,Small molecule,OZENOXACIN
,CHEMBL3990276,Small molecule,TALC
,CHEMBL3990694,Small molecule,PIPERAZINE CITRATE
,CHEMBL3990987,Small molecule,"POTASH, SULFURATED"
,CHEMBL3991035,Small molecule,SODIUM STIBOGLUCONATE
,CHEMBL3991065,Small molecule,ATOGEPANT
,CHEMBL3991241,Small molecule,FERRIC CITRATE
,CHEMBL3991443,Small molecule,FERROUS GLUCONATE
,CHEMBL4065616,Small molecule,REMDESIVIR
,CHEMBL4066936,Small molecule,VERICIGUAT
,CHEMBL4101807,Small molecule,VOXELOTOR
,CHEMBL4164059,Small molecule,PITOLISANT HYDROCHLORIDE
,CHEMBL4173394,Small molecule,BRILLIANT BLUE G
,CHEMBL4204794,Small molecule,AVAPRITINIB
,CHEMBL4208229,Small molecule,ASCIMINIB
,CHEMBL4208954,Small molecule,AMIKACIN SULFATE
,CHEMBL4216467,Small molecule,RIPRETINIB
,CHEMBL4297064,Small molecule,MILNACIPRAN HYDROCHLORIDE
,CHEMBL4297065,Small molecule,SPINOSAD
,CHEMBL4297066,Small molecule,ELIGLUSTAT TARTRATE
Diagnostic Aid (corneal trauma indicator),CHEMBL4297067,Small molecule,FLUORESCEIN
,CHEMBL4297088,Small molecule,CHLORHEXIDINE GLUCONATE
,CHEMBL4297091,Small molecule,CODEINE SULFATE
,CHEMBL4297109,Small molecule,OXITROPIUM BROMIDE
,CHEMBL4297142,Small molecule,CASPOFUNGIN ACETATE
,CHEMBL4297147,Small molecule,HALOPERIDOL LACTATE
,CHEMBL4297165,Small molecule,CHLOROQUINE HYDROCHLORIDE
,CHEMBL4297185,Small molecule,DAROLUTAMIDE
,CHEMBL4297192,Small molecule,SIMETHICONE
,CHEMBL4297211,Small molecule,CEFIDEROCOL SULFATE TOSYLATE
,CHEMBL4297212,Small molecule,SOLRIAMFETOL HYDROCHLORIDE
,CHEMBL4297216,Small molecule,FEDRATINIB HYDROCHLORIDE
,CHEMBL4297220,Small molecule,ASCIMINIB HYDROCHLORIDE
,CHEMBL4297223,Small molecule,MITAPIVAT SULFATE
,CHEMBL4297285,Small molecule,HEME ARGINATE
,CHEMBL4297334,Small molecule,PIFLUFOLASTAT F18
,CHEMBL4297364,Small molecule,OXITROPIUM
,CHEMBL4297403,Small molecule,MELPHALAN FLUFENAMIDE HYDROCHLORIDE
,CHEMBL4297412,Small molecule,PAFOLACIANINE
,CHEMBL4297503,Small molecule,BALOXAVIR MARBOXIL
,CHEMBL4297513,Small molecule,IBREXAFUNGERP
,CHEMBL4297516,Small molecule,LURBINECTEDIN
,CHEMBL4297517,Small molecule,MAVACAMTEN
,CHEMBL4297522,Small molecule,PEMIGATINIB
,CHEMBL4297526,Small molecule,REMIMAZOLAM
,CHEMBL4297528,Small molecule,RISDIPLAM
,CHEMBL4297534,Small molecule,GLASDEGIB MALEATE
,CHEMBL4297585,Small molecule,TRIHEPTANOIN
,CHEMBL4297588,Small molecule,ODEVIXIBAT
,CHEMBL4297590,Small molecule,DARIDOREXANT
,CHEMBL4297620,Small molecule,SOLRIAMFETOL
,CHEMBL4297634,Small molecule,GADOPICLENOL
,CHEMBL4297666,Small molecule,OMIDENEPAG ISOPROPYL
,CHEMBL4298110,Small molecule,FERRIC MALTOL
,CHEMBL4298128,Small molecule,ELEXACAFTOR
,CHEMBL4298139,Small molecule,SERDEXMETHYLPHENIDATE CHLORIDE
,CHEMBL4298150,Small molecule,SIPONIMOD FUMARATE
,CHEMBL4298168,Small molecule,IBREXAFUNGERP CITRATE
,CHEMBL4299851,Small molecule,PIFLUFOLASTAT
,CHEMBL4299940,Small molecule,MITAPIVAT
,CHEMBL4301162,Small molecule,SERDEXMETHYLPHENIDATE
,CHEMBL4301175,Small molecule,FERRIC AMMONIUM CITRATE
,CHEMBL4301898,Small molecule,E133
,CHEMBL4302512,Small molecule,THALLOUS CHLORIDE
,CHEMBL4303060,Small molecule,MELPHALAN FLUFENAMIDE
,CHEMBL4303288,Small molecule,ABACAVIR SULFATE
,CHEMBL4435170,Small molecule,DEUCRAVACITINIB
,CHEMBL4535757,Small molecule,SOTORASIB
,CHEMBL4559134,Small molecule,SELPERCATINIB
,CHEMBL4582651,Small molecule,PRALSETINIB
,CHEMBL4585668,Small molecule,BELZUTIFAN
,CHEMBL4594217,Small molecule,CANAGLIFLOZIN
,CHEMBL4594222,Small molecule,TECHNETIUM TC 99M TEBOROXIME
,CHEMBL4594231,Small molecule,IODOXAMATE MEGLUMINE
,CHEMBL4594240,Small molecule,TECHNETIUM SESTAMIBI
,CHEMBL4594241,Small molecule,TECHNETIUM TC 99M SESTAMIBI
,CHEMBL4594244,Small molecule,HYALURONATE SODIUM
,CHEMBL4594250,Small molecule,NETARSUDIL
,CHEMBL4594251,Small molecule,NETARSUDIL DIMESYLATE
,CHEMBL4594252,Small molecule,ALUMINIUM OXIDE
,CHEMBL4594260,Small molecule,TAZEMETOSTAT HYDROBROMIDE
,CHEMBL4594261,Small molecule,FLUOROESTRADIOL F-18
,CHEMBL4594262,Small molecule,AMLODIPINE BENZOATE
,CHEMBL4594264,Small molecule,AIR POLYMER-TYPE A
,CHEMBL4594271,Small molecule,BEROTRALSTAT
,CHEMBL4594272,Small molecule,BEROTRALSTAT HYDROCHLORIDE
,CHEMBL4594284,Small molecule,PADELIPORFIN
,CHEMBL4594288,Small molecule,LEVAMLODIPINE MALEATE
,CHEMBL4594292,Small molecule,TEPOTINIB HYDROCHLORIDE
,CHEMBL4594293,Small molecule,ACALABRUTINIB MALEATE
,CHEMBL4594300,Small molecule,FOSDENOPTERIN HYDROBROMIDE
,CHEMBL4594301,Small molecule,REMIMAZOLAM BESYLATE
,CHEMBL4594383,Small molecule,PAFOLACIANINE SODIUM
,CHEMBL4594393,Small molecule,CALCIUM OXYBATE
,CHEMBL4594394,Small molecule,MAGNESIUM OXYBATE
,CHEMBL4594395,Small molecule,POTASSIUM OXYBATE
,CHEMBL4594406,Small molecule,LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN
,CHEMBL4594438,Small molecule,LENACAPAVIR
,CHEMBL4594619,Small molecule,TECHNETIUM SESTAMIBI
,CHEMBL4594730,Small molecule,VIPIVOTIDE TETRAXETAN LUTETIUM
,CHEMBL4596392,Small molecule,DEUCRAVACITINIB
,CHEMBL4597194,Small molecule,TECHNETIUM  BICISATE
,CHEMBL4597794,Small molecule,TECHNETIUM  TEBOROXIME
,CHEMBL4650216,Small molecule,DARIDOREXANT HYDROCHLORIDE
,CHEMBL4650272,Small molecule,TRILACICLIB DIHYDROCHLORIDE
,CHEMBL4650319,Small molecule,MOBOCERTINIB
,CHEMBL4802130,Small molecule,BELUMOSUDIL MESYLATE
,CHEMBL4802224,Small molecule,FERRIC OXYHYDROXIDE
,CHEMBL4802239,Small molecule,MOBOCERTINIB SUCCINATE
,CHEMBL5095039,Small molecule,GALLIUM GA 68 GOZETOTIDE
,CHEMBL5095048,Small molecule,AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE
,CHEMBL5095049,Small molecule,PACRITINIB CITRATE
,CHEMBL5095050,Small molecule,FINGOLIMOD LAURYL SULFATE
,CHEMBL5095051,Small molecule,VENLAFAXINE BESYLATE
,CHEMBL5095496,Small molecule,PSMA-HBED-CC
,CHEMBL5095505,Small molecule,AMPHETAMINE/DEXTROAMPHETAMINE
,CHEMBL3989697,Small molecule,RIBOFLAVIN 5'-PHOSPHATE SODIUM
,CHEMBL3989698,Small molecule,TRANYLCYPROMINE SULFATE
,CHEMBL3989715,Small molecule,MUPIROCIN CALCIUM
,CHEMBL3989716,Small molecule,PROPOXYPHENE NAPSYLATE
,CHEMBL3989724,Small molecule,FLURAZEPAM HYDROCHLORIDE
,CHEMBL3989725,Small molecule,LODOXAMIDE TROMETHAMINE
,CHEMBL3989727,Small molecule,VITAMIN E
,CHEMBL3989728,Small molecule,MENADIOL SODIUM DIPHOSPHATE
,CHEMBL3989740,Small molecule,DOXYCYCLINE HYCLATE
,CHEMBL3989750,Small molecule,GLUCOSAMINE SULFATE
,CHEMBL3989751,Small molecule,NEOMYCIN
,CHEMBL3989754,Small molecule,FLURBIPROFEN SODIUM
,CHEMBL3989756,Small molecule,TALC
